"star_code":"Star_name":"distance from the sun":"Equivalent Temperature":"relative mass":"Radius":"RELATIVE LUMINOSITY":"Stellar Class"
1528:"Lucerne":232,193:2963:0,4:0,63:0,05:"M|0|V"
1674:"Menkalinan":70,618:3195:0,1:0,29:0,07:"M|0|V"
2116:"Ramora":501,188:2447:0,1:0,22:0,05:"M|8|V"
2822:"Zaurak":143,14:2808:0,1:0,14:0,03:"M|1|V"
2000:"Payia":408,009:4170:0,5:0,8:0,18:"K|6|V"
600:"Coriscana":217,338:3169:0,3:0,18:0,04:"M|2|V"
186:"As Samik":450,026:4031:0,7:0,92:0,1:"K|5|V"
1525:"Loyalty":268,853:4361:0,6:0,76:NA:"K|5|V"
22:"Acrux":354,376:5361:0,8:1,03:0,75:"G|5|V"
2714:"Waldorff":382,194:3737:0,6:0,87:0,51:"K|7|V"
2959:"Shadow":1749,943:2467:NA:0,47:0,03:"M|6|V"
2957:"Priori":1807,905:4405:0,6:0,92:0,26:"K|3|V"
390:"Breukelen":166,583:NA:0,1:0,48:0,07:"M|0|V"
765:"Eaton":138,705:2404:0,1:0,57:0,05:"M|8|V"
792:"Ellengurg":394,796:5531:1:0,99:1,24:"G|5|V"
2382:"Sparrevohn":391,961:3399:0,4:0,16:0,02:"M|1|V"
2428:"Sudeten":303,777:3309:0,1:0,53:0,03:"M|2|V"
2478:"Tangerz":190,998:2604:0,2:0,22:0,02:"M|1|V"
870:"Fincastle":361,983:2941:0,2:0,38:0,02:"M|2|V"
2562:"Toland":446,647:2852:0,4:0,6:0,06:"M|4|V"
2603:"Turkalia":304,931:2810:0,2:0,65:0,06:"M|5|V"
1787:"Nahoni":316,006:2564:0,4:0,23:0,07:"M|5|V"
1690:"Mesa Verde":179,476:3081:0,4:0,55:0,03:"M|4|V"
2176:"Roscoff":548,507:5591:0,9:1,14:0,91:"G|2|V"
2650:"Valladolid":591,354:3222:0,2:0,24:0,07:"M|3|V"
1093:"Hephzibah":487,236:2955:0,4:0,25:0,04:"M|2|V"
1649:"Mearra":559,397:3013:0,1:0,48:0,08:"M|3|V"
2025:"Pierce":462,658:3012:0,3:0,63:0,08:"M|3|V"
2785:"Xenia":466,101:2431:0,2:0,39:0,05:"M|3|V"
602:"Corodiz":398,705:2544:0,2:0,38:0,01:"M|4|V"
2336:"Sileste":620,832:4812:0,7:0,95:0,56:"K|2|V"
324:"Biegga":426,852:2640:0,2:0,12:0,08:"M|4|V"
2388:"St. Andre":120,166:5361:1:1,12:0,73:"G|2|V"
1300:"Kasdach":313,753:4216:0,6:0,86:0,57:"K|2|V"
144:"Annwyn":305,615:NA:0,3:0,1:0,03:"M|7|V"
2545:"Tikonov":111,166:2531:0,4:0,7:0,08:"M|5|V"
1433:"Kyeinnisan":181,145:2406:0,3:0,18:0,02:"M|4|V"
2310:"Shimonita":124,883:2866:0,2:0,22:0,03:"M|5|V"
1287:"Kanata":322,531:3191:0,3:0,21:0,05:"M|3|V"
1886:"Noh-wan Hohm":236,324:5657:1:1,14:0,78:"G|2|V"
1884:"Nockatunga":294,042:2788:0,2:0,49:NA:"M|2|V"
310:"Bessarabia":277,985:3987:0,6:0,92:0,13:"K|3|V"
212:"Auldhouse":148,251:4068:NA:0,78:0,19:"K|3|V"
3165:"Tiburon":511,602:3977:0,8:0,74:0,16:"K|7|V"
648:"Dainmar Majoris":488,176:3242:0,4:0,64:0,05:"M|2|V"
2105:"Radostov":311,275:3971:0,5:0,89:0,11:"K|7|V"
2061:"Predlitz":357,288:2704:0,3:0,2:0,03:"M|3|V"
851:"Farcry":545,254:2418:0,4:0,52:0,08:"M|7|V"
2759:"Wiltshire":461,938:2402:0,3:0,56:0,01:"M|8|V"
2164:"Rochester":226,969:2888:0,1:0,08:0,04:"M|3|V"
1077:"Hednesford":431,594:4039:0,6:0,9:0,2:"K|5|V"
2458:"Syrma":69,909:4250:0,6:0,87:0,38:"K|1|V"
2625:"Umgard":437,137:4211:0,5:0,76:0,22:"K|3|V"
299:"Benedict":473,428:3331:0,3:0,46:0,05:"M|2|V"
979:"Goodna":241,879:5027:0,7:0,76:0,17:"K|1|V"
2947:"Hoard":1880,135:2604:0,3:0,4:0,05:"M|2|V"
1992:"Pasemah":544,038:2410:0,2:0,67:0,07:"M|8|V"
1730:"Mizar":58,318:4591:0,8:0,76:0,23:"K|3|V"
704:"Dhaulgiri":311,533:5736:1:0,97:1,23:"G|2|V"
551:"Chota":187,91:3752:0,7:0,86:0,53:"K|7|V"
1790:"Nai-Stohl":72,411:5464:0,9:1,03:1,02:"G|4|V"
119:"Amminadav":457,087:2500:0,2:0,62:0,07:"M|3|V"
1956:"Otho":192,944:2925:0,4:0,64:0,05:"M|4|V"
1028:"Haddings":46,185:2807:0,3:0,44:0,07:"M|6|V"
818:"Eromanga":307,609:2672:0,1:0,23:0,05:"M|5|V"
401:"Brockway":417,507:4088:0,6:0,92:0,1:"K|2|V"
75:"Alkalurops":57,737:2947:0,4:0,43:NA:"M|2|V"
2419:"Strandfontein":451,661:2525:0,4:0,1:0,02:"M|8|V"
264:"Baruun Urt":260,121:3309:0,2:0,26:0,07:"M|2|V"
2751:"Westphalia":162,613:5782:1:1,05:1,14:"G|2|V"
1829:"New Galicia":424,916:2968:0,1:0,56:0,08:"M|2|V"
203:"Atreus Prime":437,492:2799:0,4:0,51:0,06:"M|6|V"
2556:"Tiskilwa":232,043:4142:0,5:0,74:0,58:"K|2|V"
2783:"Wypoute":498,894:2944:0,2:0,08:0,07:"M|2|V"
1731:"Mizt":680,623:2445:0,1:0,11:0,03:"M|8|V"
2689:"Viluisk":557,1:2526:0,3:0,45:0,05:"M|6|V"
108:"Altorra":263,51:3774:0,7:0,95:0,19:"K|5|V"
2035:"Pitkin":498,656:2626:0,4:0,45:0,07:"M|0|V"
2973:"Asturias":1317,469:2727:0,2:0,53:0,01:"M|6|V"
173:"Aristotle":194,767:2792:0,1:0,69:0,04:"M|4|V"
1873:"Ningxia":444,213:2466:0,3:0,47:0,07:"M|3|V"
2273:"Seiduts":370,755:2418:0,4:0,34:0,05:"M|5|V"
1248:"Jeronimo":386,691:3842:0,5:0,92:0,39:"K|2|V"
1655:"Megaris":441,599:NA:NA:1,11:1,23:"G|4|V"
1105:"Hexare":235,219:NA:0,2:0,13:0,05:"M|2|V"
2962:"Strato Domingo":1880,689:2937:0,3:0,32:0,03:"M|2|V"
1853:"New Sumatra":153,524:3246:0,2:0,12:0,07:"M|1|V"
1518:"Lorkdal":543,522:5235:0,9:1,05:0,65:"G|5|V"
1966:"Oyevaina":266,727:2508:0,4:0,58:0,05:"M|5|V"
2617:"Ukunela":295,225:3140:0,4:0,61:0,08:"M|3|V"
1517:"Loric":233,599:3104:0,3:0,51:0,06:"M|3|V"
2277:"Sendai":177,645:2889:0,2:0,38:0,02:"M|5|V"
306:"Berenson":72,441:2894:0,3:0,14:0,04:"M|3|V"
1648:"Meadowvale":349,275:2809:0,2:0,48:NA:"M|2|V"
2079:"Pula":354,679:2799:0,3:0,57:0,02:"M|5|V"
528:"Chaville":50,052:2554:0,3:0,16:0,03:"M|7|V"
2349:"Skaslien":292,371:4078:0,5:0,75:0,31:"K|6|V"
4:"Abagnar":493,649:3029:0,2:0,68:0,04:"M|3|V"
841:"Fairfield":292,551:3148:0,2:0,4:0,05:"M|2|V"
1631:"Mauripur":327,704:2900:0,2:0,34:0,02:"M|5|V"
3043:"Waystation 531":1540,049:5373:1:1,11:0,9:"G|3|V"
223:"Awano":187,392:5268:0,8:1,11:1,25:"G|4|V"
2696:"Viroflay":596,98:4166:0,5:0,85:0,55:"K|3|V"
421:"Butler":395,927:3911:0,6:0,94:0,17:"K|0|V"
3013:"Idrmach":607,78:2730:0,2:0,52:0,08:"M|6|V"
407:"Bruben":388,51:2552:0,1:0,32:0,01:"M|5|V"
102:"Althastan":433,243:5635:0,9:1,12:1,21:"G|2|V"
2693:"Vipaava":375,662:5481:NA:1,05:1,5:"G|2|V"
943:"Gei-Fu":207,247:4323:0,7:0,72:0,53:"K|2|V"
2904:"Gaul":708,54:3895:0,8:0,73:0,11:"K|3|V"
843:"Fallen Stars":480,703:5308:1:0,97:0,62:"G|4|V"
1236:"Jardine":220,671:5625:0,8:1:1,37:"G|2|V"
2359:"Slocum":78,186:3766:0,5:0,78:0,34:"K|6|V"
1002:"Green Stone":413,714:3971:0,7:0,84:0,32:"K|3|V"
1892:"Norn":399,746:2452:0,3:0,39:0,02:"M|4|V"
2595:"Tsingtao":181,059:4356:0,7:0,9:0,55:"K|2|V"
1329:"Kentares":149,985:3891:0,6:0,76:0,54:"K|0|V"
182:"Arnaudville":584,809:3805:0,7:0,85:0,15:"K|5|V"
525:"Chateau":402,634:4311:0,7:0,84:0,36:"K|5|V"
1139:"Hot Springs":405,421:NA:0,6:0,87:0,51:"K|5|V"
1997:"Paulding":321,336:2641:0,1:0,25:0,08:"M|5|V"
957:"Gingeria":565,302:2705:0,1:0,54:0,02:"M|1|V"
867:"Fieferana":319,68:NA:0,4:0,61:NA:"M|3|V"
3107:"Chaffee":1779,52:2909:NA:0,25:0,05:"M|3|V"
1565:"Maia":387,893:2672:0,3:0,12:0,03:"M|7|V"
3062:"Tansalir":1633,759:5387:0,8:1,14:0,99:"G|2|V"
1382:"Kobe":281,853:3827:0,6:0,93:0,27:"K|7|V"
1707:"Milnerton":247,629:2524:0,1:0,37:0,03:"M|5|V"
646:"Dagda":247,737:4249:0,7:0,94:0,35:"K|1|V"
593:"Cor Caroli":64,191:3157:0,2:0,13:0,06:"M|2|V"
1294:"Karachi":380,368:2823:0,4:0,38:0,01:"M|4|V"
1385:"Kogl":396,438:3974:0,7:0,82:0,08:"K|2|V"
2375:"Songgang":444,104:5450:0,9:1:1,4:"G|2|V"
750:"Dumaring":237,057:3065:0,2:0,25:0,07:"M|2|V"
2180:"Rosice":284,198:2414:0,2:0,23:0,01:"M|1|V"
2878:"Suetonius":514,692:4299:0,7:0,95:0,3:"K|5|V"
449:"Camadeierre":456,738:2407:0,4:0,65:0,05:"M|2|V"
286:"Beenleigh":325,662:3643:0,3:0,1:0,07:"M|0|V"
2647:"Valentina":422,267:3417:0,4:0,29:0,07:"M|1|V"
1239:"Jászberény":177,276:4359:0,6:0,91:NA:"K|5|V"
2639:"Uzhgorod":221,412:2759:0,3:0,55:0,02:"M|5|V"
664:"Darius":214,789:2873:0,2:0,56:0,02:"M|5|V"
805:"Engadine":499,328:3317:0,1:0,3:0,03:"M|1|V"
72:"Alhena":83,739:3195:0,3:0,35:0,01:"M|2|V"
6:"Abbeville":607,212:5211:NA:1,11:0,84:"G|2|V"
2927:"Úr Cruinne":472,184:2854:NA:0,53:0,02:"M|4|V"
2594:"Tsinan":319,063:4153:0,5:0,71:0,38:"K|5|V"
1452:"Landfall":450,912:5750:0,9:0,97:1,49:"G|2|V"
1796:"Nanking":56,522:2437:0,1:0,35:0,06:"M|6|V"
1178:"Ildlandet":401,226:4019:0,6:0,75:0,24:"K|6|V"
2698:"Vixen":487,646:4214:0,7:0,92:0,21:"K|2|V"
2780:"Wroxeter":176,61:2847:0,4:0,25:0,02:"M|5|V"
1215:"Ishtar":431,211:3896:0,5:0,75:0,21:"K|0|V"
95:"Alta":290,073:NA:0,4:0,41:0,06:"M|2|V"
1581:"Mandal":56,662:5245:1:0,99:1,15:"G|5|V"
2186:"Rubigen":219,982:5386:0,9:1,14:NA:"G|5|V"
2628:"Undra":162,402:3196:0,2:0,47:0,03:"M|2|V"
122:"An Ting":321,018:3022:0,1:0,4:0,03:"M|3|V"
3138:"Pegasi":690,805:5293:0,8:0,96:0,73:"G|2|V"
254:"Bannerhoft":620,134:2449:0,4:0,32:0,07:"M|8|V"
920:"Galedon":374,782:2435:0,2:0,31:0,07:"M|8|V"
2794:"Yàn-huì":279,245:2784:0,4:0,47:0,08:"M|5|V"
448:"Calvados":459,103:2404:0,3:0,37:0,05:"M|2|V"
1181:"Illiushin":450,474:5289:1:1,08:1,21:"G|4|V"
1212:"Isabela":363,563:2697:0,3:0,61:0,08:"M|1|V"
2235:"Sappho":247,99:3045:0,4:0,16:NA:"M|3|V"
665:"Darwendale":407,791:3145:0,1:0,46:NA:"M|1|V"
1478:"Leoben":407,373:2427:0,3:0,32:0,08:"M|8|V"
143:"Annunziata":431,715:5405:0,8:1,14:1,45:"G|2|V"
903:"Frondas":248,377:3737:0,7:0,81:0,3:"K|6|V"
2316:"Shipton":539,764:3305:0,2:0,27:0,04:"M|2|V"
823:"Espia":390,061:4129:0,7:0,77:NA:"K|6|V"
1765:"Mosiro":288,201:4121:0,7:0,94:0,33:"K|2|V"
255:"Banori":509,596:2443:0,4:0,61:0,03:"M|8|V"
74:"Alkaid":105,182:2654:0,4:0,11:0,04:"M|3|V"
2042:"Pobeda":309,392:2650:0,3:0,56:0,02:"M|7|V"
2805:"Yufu":260,864:2439:0,2:0,32:0,06:"M|6|V"
901:"Freedom":125,455:5408:1:1,12:0,7:"G|2|V"
420:"Bushmill":329,372:4046:0,7:0,81:0,47:"K|1|V"
1446:"Lambrecht":59,143:3060:0,1:0,42:0,07:"M|3|V"
281:"Beaumont":585,296:3107:0,1:0,09:0,01:"M|1|V"
2466:"Takata":474,361:4232:0,6:0,82:0,45:"K|5|V"
1378:"Kluane":279,713:2619:0,2:0,34:0,07:"M|6|V"
1499:"Lipton":34,466:2609:0,3:0,41:0,06:"M|5|V"
2318:"Shiri":670,763:2644:0,4:0,6:0,01:"M|5|V"
2567:"Tormentine":412,22:3071:0,1:0,23:0,02:"M|2|V"
213:"Aur":199,01:3777:0,6:0,79:0,35:"K|3|V"
2960:"Sheridan":1798,647:4475:0,5:0,93:0,28:"K|2|V"
2342:"Simpson Desert":289,177:3717:0,5:0,93:0,23:"K|6|V"
900:"Fredotto":587,427:3199:0,4:0,39:0,04:"M|2|V"
620:"Crellacor":477,107:2935:0,4:0,34:0,05:"M|3|V"
937:"Gardnaus":345,161:2558:0,2:0,34:0,08:"M|5|V"
545:"Chisholm":50,997:2667:0,1:0,54:0,03:"M|7|V"
1608:"Marielund":557,72:3168:0,2:0,39:0,05:"M|3|V"
2722:"Warren":443,414:3107:0,1:0,25:0,07:"M|3|V"
673:"Declan":363,446:2906:0,3:0,43:0,01:"M|3|V"
2024:"Piedmont":111,134:2612:0,4:0,33:0,03:"M|5|V"
993:"Granera":344,691:2438:0,3:0,49:0,04:"M|2|V"
1337:"Keuterville":416,175:2917:0,2:0,66:0,06:"M|3|V"
1017:"Guldra":475,138:3097:0,3:0,44:0,02:"M|3|V"
1472:"Lee":188,655:3977:0,8:0,89:0,58:"K|3|V"
885:"Florarda":258,921:2467:0,1:0,57:0,04:"M|4|V"
3157:"Nuncavoy":448,099:2445:0,1:0,09:0,04:"M|4|V"
877:"Fjaldr":414,097:2669:0,3:0,35:0,08:"M|7|V"
2424:"Sturgis":422,565:2660:0,3:0,46:0,01:"M|3|V"
92:"Alrescha":97,906:2467:0,1:0,61:NA:"M|2|V"
2918:"Porthos":484,398:2784:0,2:0,34:0,03:"M|1|V"
1632:"Mavegh":464,253:2694:0,3:0,51:0,06:"M|2|V"
2251:"Savinsville":383,41:2952:0,2:0,61:0,04:"M|1|V"
2300:"Sheliak":297,041:3361:0,3:0,58:0,03:"M|0|V"
2580:"Trent":144,069:2608:0,3:0,42:0,06:"M|2|V"
808:"Enkra":427,704:2715:0,4:0,18:0,03:"M|6|V"
120:"Ammon":659,668:2475:0,3:0,32:0,04:"M|3|V"
3120:"Pharos":796,049:4855:0,7:0,81:0,41:"K|2|V"
233:"Bacum":329,193:2405:0,3:0,47:0,07:"M|3|V"
2643:"Vakarel":379,267:2868:0,4:0,21:0,06:"M|3|V"
1952:"Oshika":297,334:2505:0,3:0,61:0,08:"M|6|V"
1145:"Hsien":54,63:3879:0,5:0,8:0,42:"K|1|V"
1109:"Highspire":155,765:5394:1:1,14:0,81:"G|5|V"
1578:"Manapire":304,311:2535:0,2:0,7:0,06:"M|8|V"
1859:"New Wessex":114,107:2647:0,1:0,34:0,07:"M|1|V"
1374:"Klathan":178,057:3422:0,3:0,38:0,06:"M|1|V"
3101:"Karpathos":984,419:NA:0,4:0,67:0,06:"M|5|V"
953:"Gienah":183,531:3834:0,8:0,78:0,4:"K|6|V"
1877:"Nirasaki":39,444:2536:0,4:0,28:NA:"M|8|V"
990:"Gram":154,313:3876:0,7:0,76:0,17:"K|1|V"
34:"Adrian":450,134:2685:0,1:0,12:0,06:"M|3|V"
1165:"Ibarra":311,713:2431:0,4:0,27:0,02:"M|8|V"
2809:"Zacatecoluca":443,085:2743:0,4:0,53:0,01:"M|3|V"
1935:"Oldsmith":318,905:2466:0,4:0,62:0,03:"M|3|V"
230:"Azur":700,449:4536:0,5:0,9:0,08:"K|2|V"
1867:"Nichol's Rest":274,835:4176:0,6:0,82:0,51:"K|5|V"
1689:"Merton":411,152:2707:0,3:0,29:0,02:"M|1|V"
822:"Espakeh":455,958:2515:0,2:0,53:0,01:"M|6|V"
2906:"Hope":709,894:3409:0,4:0,33:0,06:"M|1|V"
466:"Caph":12,929:3429:0,4:0,13:0,06:"M|1|V"
1960:"Ourem":721,242:2571:0,2:0,18:0,05:"M|5|V"
2106:"Radstadt":319,322:3376:0,1:0,33:0,01:"M|2|V"
1055:"Harlez":531,345:2601:0,3:0,49:0,07:"M|2|V"
2930:"Babylon":1605,647:2802:0,3:0,12:0,02:"M|4|V"
1929:"Okaya":115,363:3194:0,3:0,17:0,07:"M|1|V"
3097:"Dania":965,732:5527:0,9:1,08:0,61:"G|3|V"
1928:"Okains":361,02:4066:0,6:0,92:0,48:"K|2|V"
837:"Exeter":188,604:3856:0,6:0,87:0,38:"K|7|V"
831:"Eutin":268,678:3409:0,4:0,33:0,07:"M|2|V"
1240:"Jatznik":357,779:4795:0,6:0,91:0,12:"K|2|V"
2402:"Starshine":375,56:2942:NA:0,57:0,07:"M|4|V"
99:"Altdorf":353,928:3015:0,1:0,14:0,03:"M|1|V"
1000:"Great X":341,879:4700:0,8:0,76:0,19:"K|2|V"
814:"Epsilon Indi":33,089:2442:0,2:0,57:0,05:"M|1|V"
54:"Albert Falls":291,568:3988:0,6:0,89:NA:"K|3|V"
700:"Devil's Rock":39,295:4205:0,5:0,92:0,21:"K|0|V"
2401:"Star's End":440,098:3746:0,6:0,89:0,53:"K|7|V"
788:"Eleusis":380,379:3557:0,1:0,62:0,05:"M|0|V"
2121:"Rasalas":177,601:3866:0,5:0,81:0,24:"K|6|V"
631:"Csomad":517,606:4059:0,8:0,75:0,12:"K|2|V"
2860:"Baccalieu":525,243:2947:0,4:0,61:0,01:"M|2|V"
1011:"Groveld":403,243:2601:NA:0,52:0,02:"M|2|V"
2371:"Solaris":122,518:2978:0,3:0,33:0,07:"M|3|V"
2851:"Zvolen":248,425:2449:0,4:0,14:0,02:"M|7|V"
2139:"Rennes":545,482:4630:0,7:0,81:0,55:"K|2|V"
2673:"Verdigreis":498,288:4549:0,5:0,76:0,24:"K|2|V"
3032:"Star Cluster P12":1309,703:2483:0,4:0,12:0,01:"M|3|V"
1836:"New India":460,77:3685:0,2:0,36:0,03:"M|0|V"
1135:"Horneburg":280,484:4630:0,5:0,77:0,49:"K|3|V"
1613:"Markab":100,317:4472:0,7:0,7:0,27:"K|2|V"
488:"Cascade":228,139:4242:0,6:0,88:0,58:"K|5|V"
2891:"Cogdell":540,747:4364:0,6:0,96:0,1:"K|5|V"
1350:"Kilbourne":573,439:4688:0,5:0,84:0,26:"K|3|V"
1479:"Lepaterique":410,386:2856:0,3:0,63:0,05:"M|1|V"
1023:"Gustrell":471,382:5559:1:1:1,26:"G|4|V"
1850:"New Sarna":152,313:3130:0,3:0,21:0,07:"M|1|V"
951:"Gibraltar":385,851:2783:0,1:0,28:0,07:"M|2|V"
2389:"St. Cyr":521,765:2539:0,4:0,57:0,06:"M|6|V"
2028:"Pilkhua":208,949:3826:0,5:0,81:0,5:"K|7|V"
1049:"Handa":308,644:2746:NA:0,59:0,03:"M|5|V"
243:"Balkan":91,155:4077:NA:0,79:0,44:"K|2|V"
1564:"Mahrah":469,515:4264:0,6:0,84:0,35:"K|0|V"
2430:"Suk":257,777:2472:0,4:0,15:0,06:"M|3|V"
683:"Dell":336,45:3201:0,1:0,1:0,02:"M|3|V"
117:"Amiga":185,564:2887:0,1:0,23:0,03:"M|2|V"
1791:"Najha":214,127:2931:0,3:0,56:0,08:"M|3|V"
2841:"Zion":84,669:2971:0,2:0,69:0,06:"M|0|V"
1973:"Palm":480,801:3715:0,7:0,77:0,18:"K|0|V"
1062:"Hartshill":520,448:5472:0,9:0,99:1,27:"G|4|V"
2592:"Tsamma":450,196:2508:0,2:0,33:0,08:"M|5|V"
1059:"Harpster":228,623:2474:0,3:0,3:0,04:"M|1|V"
2853:"Zwipadze":428,322:2894:0,1:0,53:0,03:"M|4|V"
1403:"Kostinbrod":406,765:3951:0,6:0,86:0,27:"K|7|V"
2123:"Rasalhague":391,74:2404:0,4:0,1:0,07:"M|5|V"
3094:"The Swan's Eye":889,671:3354:0,2:0,64:0,03:"M|0|V"
1512:"Lonaconing":454,76:2929:0,2:0,38:0,02:"M|5|V"
562:"Cirebon":301,512:2517:0,2:0,56:0,04:"M|8|V"
1507:"Logandale":147,645:2694:0,2:0,63:0,03:"M|5|V"
2608:"Twycross":380,978:2948:0,2:0,11:0,03:"M|4|V"
714:"Dieron":19,265:2685:0,3:0,43:0,07:"M|5|V"
217:"Avawatz":167,53:3383:0,4:0,55:0,03:"M|2|V"
2656:"Vanern":212,742:3601:0,4:0,24:0,02:"M|0|V"
1425:"Kurragin":203,261:3493:0,3:0,69:0,07:"M|1|V"
978:"Gomeisa":136,272:2918:0,2:0,4:0,07:"M|1|V"
1188:"Imbros":34,14:4006:0,5:0,93:0,39:"K|6|V"
2489:"Tapihue":347,815:2529:0,3:0,19:0,05:"M|6|V"
238:"Bahl's Retreat":221,821:2425:0,4:0,14:0,04:"M|7|V"
1893:"Northfield":289,448:2433:0,2:0,17:0,03:"M|3|V"
3017:"Attenbrooks":988,69:3409:0,4:0,19:0,06:"M|2|V"
3113:"Interstellar Expeditions Base #22":1900,682:4447:0,6:0,81:0,24:"K|2|V"
1668:"Melk":441,087:2415:0,4:0,42:0,07:"M|8|V"
1162:"Hyde":162,376:2610:0,3:0,21:0,07:"M|2|V"
1855:"New Troy":264,885:2850:0,2:0,67:0,05:"M|1|V"
389:"Brest":305,055:3845:0,7:0,91:0,39:"K|3|V"
2605:"Turov":387,029:2902:0,2:0,17:0,05:"M|5|V"
796:"Eltanin":99,363:3384:0,1:0,5:0,07:"M|1|V"
959:"Gitarama":725,973:2915:0,4:0,49:0,05:"M|0|V"
2314:"Shionoha":134,498:5264:0,9:1,14:0,75:"G|4|V"
225:"Axton":170,277:NA:0,3:0,68:0,02:"M|3|V"
2237:"Saravan":331,428:2883:0,2:0,6:0,04:"M|3|V"
479:"Carmen":266,01:2606:0,3:0,38:0,07:"M|5|V"
1697:"Mickleover":594,626:2771:0,3:0,28:0,03:"M|2|V"
2330:"Sierpc":291,602:5276:1:1,03:1,19:"G|3|V"
1958:"Ottumwa":399,975:2958:0,1:0,23:0,02:"M|0|V"
591:"Cooperland":626,985:5369:0,9:1,09:1,2:"G|5|V"
2338:"Silver":363,561:3796:0,6:0,9:0,34:"K|0|V"
1131:"Hongor":500,918:3061:0,1:0,14:0,06:"M|4|V"
1685:"Mermentau":522,843:3094:0,3:0,15:0,04:"M|2|V"
1866:"Niangol":446,206:4421:0,8:0,72:0,43:"K|3|V"
912:"Fuveau":498,13:3006:0,1:0,58:0,07:"M|4|V"
171:"Argyle":277,741:4733:0,8:0,75:0,13:"K|2|V"
1352:"Killbourn":14,06:3532:0,1:0,56:0,03:"M|0|V"
1688:"Mersa Matruh":213,619:2425:0,3:0,3:0,02:"M|1|V"
1201:"Inman":556,066:2511:NA:0,08:0,07:"M|3|V"
382:"Branzoll":271,234:3023:0,3:0,3:0,05:"M|3|V"
1907:"Nukus":320,607:3813:0,5:0,92:0,33:"K|2|V"
53:"Albalii":105,922:2936:NA:0,37:0,07:"M|1|V"
1096:"Here":469,486:2619:0,1:0,5:0,02:"M|7|V"
2413:"Stewart":130,008:2918:0,4:0,08:0,06:"M|5|V"
720:"Diosd":230,539:2735:0,3:0,53:0,04:"M|1|V"
571:"Cohay":610,144:2802:0,2:0,12:0,08:"M|5|V"
2210:"Sakhalin":154,566:2756:0,3:0,68:0,02:"M|3|V"
1881:"No Return":186,091:2674:0,4:0,58:0,07:"M|2|V"
244:"Ballad":537,639:3849:0,7:0,75:0,1:"K|7|V"
612:"Courtney":283,773:3332:0,4:0,64:0,07:"M|0|V"
2368:"Sodus":294,484:4611:0,6:0,79:0,36:"K|0|V"
500:"Cebalrai":119,666:5230:1:1,07:1,31:"G|2|V"
2667:"Vega":106,677:4274:0,7:0,93:0,27:"K|2|V"
2850:"Zurich":66,265:5235:0,8:1,13:1,3:"G|5|V"
279:"Bayindir":383,041:2402:0,2:0,23:0,05:"M|8|V"
1487:"Lhasa":188,792:5463:1:1,1:0,76:"G|2|V"
2396:"Stanley":428,409:4237:0,6:0,74:0,51:"K|5|V"
1503:"Lochmantle":355,69:5228:1:1,02:1,18:"G|2|V"
380:"Brabent":259,561:2714:0,4:0,38:0,02:"M|1|V"
513:"Chahar":394,275:2889:0,2:0,19:0,07:"M|3|V"
220:"Avior":200,721:5355:1:1,04:1,28:"G|2|V"
